統編,分類,子分類,項目,來自公司報告,單位,年份,數值
68919702,G,營運狀況,淨利,,仟元,2018,64933
58003997,G,營運狀況,營業收入,,仟元,2018,3617559
58003997,G,營運狀況,營業成本,,仟元,2018,3204271
58003997,G,營運狀況,營業費用,,仟元,2018,318597
58003997,G,營運狀況,淨利,,仟元,2018,104626
23912057,G,營運狀況,營業收入,,仟元,2018,53347
23912057,G,營運狀況,營業成本,,仟元,2018,106881
23912057,G,營運狀況,營業費用,,仟元,2018,19723
23912057,G,營運狀況,淨利,,仟元,2018,-51038
35884479,G,營運狀況,營業收入,,仟元,2018,27578209
35884479,G,營運狀況,營業成本,,仟元,2018,19630699
35884479,G,營運狀況,營業費用,,仟元,2018,2642228
35884479,G,營運狀況,淨利,,仟元,2018,4379754
23609668,G,營運狀況,營業收入,,仟元,2018,23929638
23609668,G,營運狀況,營業成本,,仟元,2018,19187255
23609668,G,營運狀況,營業費用,,仟元,2018,2765195
23609668,G,營運狀況,淨利,,仟元,2018,1522085
49744324,G,營運狀況,營業收入,,仟元,2018,17402355
49744324,G,營運狀況,營業成本,,仟元,2018,15023787
49744324,G,營運狀況,營業費用,,仟元,2018,2504405
49744324,G,營運狀況,淨利,,仟元,2018,-1574532
16229261,G,營運狀況,營業收入,,仟元,2018,2046729
16229261,G,營運狀況,營業成本,,仟元,2018,1461831
16229261,G,營運狀況,營業費用,,仟元,2018,229767
16229261,G,營運狀況,淨利,,仟元,2018,308181
22927617,G,營運狀況,營業收入,,仟元,2018,7679904
22927617,G,營運狀況,營業成本,,仟元,2018,7310625
22927617,G,營運狀況,營業費用,,仟元,2018,307266
22927617,G,營運狀況,淨利,,仟元,2018,13650
89620361,G,營運狀況,營業收入,,仟元,2018,13280440
89620361,G,營運狀況,營業成本,,仟元,2018,11070093
89620361,G,營運狀況,營業費用,,仟元,2018,1104203
89620361,G,營運狀況,淨利,,仟元,2018,857041
76545523,G,營運狀況,營業收入,,仟元,2018,5769670
76545523,G,營運狀況,營業成本,,仟元,2018,4885762
76545523,G,營運狀況,營業費用,,仟元,2018,548972
76545523,G,營運狀況,淨利,,仟元,2018,263274
03522600,G,營運狀況,營業收入,,仟元,2017,217846948
03522600,G,營運狀況,營業成本,,仟元,2017,168148743
03522600,G,營運狀況,營業費用,,仟元,2017,34264491
03522600,G,營運狀況,淨利,,仟元,2017,14201337
35082604,G,營運狀況,營業收入,,仟元,2017,9116437
35082604,G,營運狀況,營業成本,,仟元,2017,7998458
35082604,G,營運狀況,營業費用,,仟元,2017,1131980
35082604,G,營運狀況,淨利,,仟元,2017,-135449
07435515,G,營運狀況,營業收入,,仟元,2017,36537343
07435515,G,營運狀況,營業成本,,仟元,2017,34962834
07435515,G,營運狀況,營業費用,,仟元,2017,2935025
07435515,G,營運狀況,淨利,,仟元,2017,1129706
35286207,G,營運狀況,營業收入,,仟元,2017,533252
35286207,G,營運狀況,營業成本,,仟元,2017,331894
35286207,G,營運狀況,營業費用,,仟元,2017,78051
35286207,G,營運狀況,淨利,,仟元,2017,102005
07220710,G,營運狀況,營業收入,,仟元,2017,3144143
07220710,G,營運狀況,營業成本,,仟元,2017,2953791
07220710,G,營運狀況,營業費用,,仟元,2017,68080
07220710,G,營運狀況,淨利,,仟元,2017,116562
73141105,G,營運狀況,營業收入,,仟元,2017,793069
73141105,G,營運狀況,營業成本,,仟元,2017,750906
73141105,G,營運狀況,營業費用,,仟元,2017,84531
73141105,G,營運狀況,淨利,,仟元,2017,89638
11825825,G,營運狀況,營業收入,,仟元,2017,2032130
11825825,G,營運狀況,營業成本,,仟元,2017,1746806
11825825,G,營運狀況,營業費用,,仟元,2017,792744
11825825,G,營運狀況,淨利,,仟元,2017,-458939
07435901,G,營運狀況,營業收入,,仟元,2017,1487951
07435901,G,營運狀況,營業成本,,仟元,2017,1202010
07435901,G,營運狀況,營業費用,,仟元,2017,411877
07435901,G,營運狀況,淨利,,仟元,2017,1232439
11311608,G,營運狀況,營業收入,,仟元,2017,681370
11311608,G,營運狀況,營業成本,,仟元,2017,642228
11311608,G,營運狀況,營業費用,,仟元,2017,34766
11311608,G,營運狀況,淨利,,仟元,2017,45935
14001199,G,營運狀況,營業收入,,仟元,2017,40705664
14001199,G,營運狀況,營業成本,,仟元,2017,35566893
14001199,G,營運狀況,營業費用,,仟元,2017,2677281
14001199,G,營運狀況,淨利,,仟元,2017,4760016
68919301,G,營運狀況,營業收入,,仟元,2017,21063133
68919301,G,營運狀況,營業成本,,仟元,2017,18613286
68919301,G,營運狀況,營業費用,,仟元,2017,2135027
68919301,G,營運狀況,淨利,,仟元,2017,685255
51037304,G,營運狀況,營業收入,,仟元,2017,1622579
51037304,G,營運狀況,營業成本,,仟元,2017,1629985
51037304,G,營運狀況,營業費用,,仟元,2017,186463
51037304,G,營運狀況,淨利,,仟元,2017,-273859
07663290,G,營運狀況,營業收入,,仟元,2017,11104529
07663290,G,營運狀況,營業成本,,仟元,2017,10288367
07663290,G,營運狀況,營業費用,,仟元,2017,715115
07663290,G,營運狀況,淨利,,仟元,2017,-47988
07015014,G,營運狀況,營業收入,,仟元,2017,1609971
07015014,G,營運狀況,營業成本,,仟元,2017,1510224
07015014,G,營運狀況,營業費用,,仟元,2017,124524
07015014,G,營運狀況,淨利,,仟元,2017,12441
73641170,G,營運狀況,營業收入,,仟元,2017,527239
73641170,G,營運狀況,營業成本,,仟元,2017,458013
73641170,G,營運狀況,營業費用,,仟元,2017,113296
73641170,G,營運狀況,淨利,,仟元,2017,-40499
33955322,G,營運狀況,營業收入,,仟元,2017,16591706
33955322,G,營運狀況,營業成本,,仟元,2017,15703088
33955322,G,營運狀況,營業費用,,仟元,2017,708455
33955322,G,營運狀況,淨利,,仟元,2017,-186493
72055019,G,營運狀況,營業收入,,仟元,2017,2667098
72055019,G,營運狀況,營業成本,,仟元,2017,2459899
72055019,G,營運狀況,營業費用,,仟元,2017,362796
72055019,G,營運狀況,淨利,,仟元,2017,57279
22266307,G,營運狀況,營業收入,,仟元,2017,9037004
22266307,G,營運狀況,營業成本,,仟元,2017,8400255
22266307,G,營運狀況,營業費用,,仟元,2017,531566
22266307,G,營運狀況,淨利,,仟元,2017,281488
04301794,G,營運狀況,營業收入,,仟元,2017,1890004
04301794,G,營運狀況,營業成本,,仟元,2017,1729600
04301794,G,營運狀況,營業費用,,仟元,2017,139548
04301794,G,營運狀況,淨利,,仟元,2017,18888
43295237,G,營運狀況,營業收入,,仟元,2017,14974969
43295237,G,營運狀況,營業成本,,仟元,2017,14138477
43295237,G,營運狀況,營業費用,,仟元,2017,515469
43295237,G,營運狀況,淨利,,仟元,2017,361315
07669338,G,營運狀況,營業收入,,仟元,2017,5055939
07669338,G,營運狀況,營業成本,,仟元,2017,4507572
07669338,G,營運狀況,營業費用,,仟元,2017,321615
07669338,G,營運狀況,淨利,,仟元,2017,709000
33653494,G,營運狀況,營業收入,,仟元,2017,3406413
33653494,G,營運狀況,營業成本,,仟元,2017,3363343
33653494,G,營運狀況,營業費用,,仟元,2017,160093
33653494,G,營運狀況,淨利,,仟元,2017,95719
22817999,G,營運狀況,營業收入,,仟元,2017,8847214
22817999,G,營運狀況,營業成本,,仟元,2017,7111138
22817999,G,營運狀況,營業費用,,仟元,2017,1381240
22817999,G,營運狀況,淨利,,仟元,2017,215146
07715023,G,營運狀況,營業收入,,仟元,2017,1720639
07715023,G,營運狀況,營業成本,,仟元,2017,892772
07715023,G,營運狀況,營業費用,,仟元,2017,211111
07715023,G,營運狀況,淨利,,仟元,2017,684403
73686632,G,營運狀況,營業收入,,仟元,2017,7933432
73686632,G,營運狀況,營業成本,,仟元,2017,6440099
73686632,G,營運狀況,營業費用,,仟元,2017,1054673
73686632,G,營運狀況,淨利,,仟元,2017,414561
33700601,G,營運狀況,營業收入,,仟元,2017,1874161
33700601,G,營運狀況,營業成本,,仟元,2017,1683493
33700601,G,營運狀況,營業費用,,仟元,2017,206463
33700601,G,營運狀況,淨利,,仟元,2017,34606
22976047,G,營運狀況,營業收入,,仟元,2017,3966172
22976047,G,營運狀況,營業成本,,仟元,2017,3695367
22976047,G,營運狀況,營業費用,,仟元,2017,244063
22976047,G,營運狀況,淨利,,仟元,2017,-2961
69559487,G,營運狀況,營業收入,,仟元,2017,7259347
69559487,G,營運狀況,營業成本,,仟元,2017,5833771
69559487,G,營運狀況,營業費用,,仟元,2017,1348706
69559487,G,營運狀況,淨利,,仟元,2017,-70166
36123364,G,營運狀況,營業收入,,仟元,2017,599466
36123364,G,營運狀況,營業成本,,仟元,2017,553557
36123364,G,營運狀況,營業費用,,仟元,2017,149774
36123364,G,營運狀況,淨利,,仟元,2017,-102701
22267777,G,營運狀況,營業收入,,仟元,2017,701061
22267777,G,營運狀況,營業成本,,仟元,2017,550707
22267777,G,營運狀況,營業費用,,仟元,2017,112926
22267777,G,營運狀況,淨利,,仟元,2017,41834
07029919,G,營運狀況,營業收入,,仟元,2017,756930
07029919,G,營運狀況,營業成本,,仟元,2017,733307
07029919,G,營運狀況,營業費用,,仟元,2017,71705
07029919,G,營運狀況,淨利,,仟元,2017,-45948
68919702,G,營運狀況,營業收入,,仟元,2017,8328546
68919702,G,營運狀況,營業成本,,仟元,2017,7281885
68919702,G,營運狀況,營業費用,,仟元,2017,1031850
68919702,G,營運狀況,淨利,,仟元,2017,48932
58003997,G,營運狀況,營業收入,,仟元,2017,3361577
58003997,G,營運狀況,營業成本,,仟元,2017,2901913
58003997,G,營運狀況,營業費用,,仟元,2017,286048
58003997,G,營運狀況,淨利,,仟元,2017,107878
23912057,G,營運狀況,營業收入,,仟元,2017,123597
23912057,G,營運狀況,營業成本,,仟元,2017,146940
23912057,G,營運狀況,營業費用,,仟元,2017,31476
23912057,G,營運狀況,淨利,,仟元,2017,-59480
35884479,G,營運狀況,營業收入,,仟元,2017,24231970
35884479,G,營運狀況,營業成本,,仟元,2017,17565757
35884479,G,營運狀況,營業費用,,仟元,2017,2467291
35884479,G,營運狀況,淨利,,仟元,2017,3052055
23609668,G,營運狀況,營業收入,,仟元,2017,22375000
23609668,G,營運狀況,營業成本,,仟元,2017,18050945
23609668,G,營運狀況,營業費用,,仟元,2017,2556802
23609668,G,營運狀況,淨利,,仟元,2017,1296616
49744324,G,營運狀況,營業收入,,仟元,2017,10088226
49744324,G,營運狀況,營業成本,,仟元,2017,8913070
49744324,G,營運狀況,營業費用,,仟元,2017,1350191
49744324,G,營運狀況,淨利,,仟元,2017,-386722
16229261,G,營運狀況,營業收入,,仟元,2017,1897487
16229261,G,營運狀況,營業成本,,仟元,2017,1296683
16229261,G,營運狀況,營業費用,,仟元,2017,255178
16229261,G,營運狀況,淨利,,仟元,2017,206244
22927617,G,營運狀況,營業收入,,仟元,2017,6586282
22927617,G,營運狀況,營業成本,,仟元,2017,6117899
22927617,G,營運狀況,營業費用,,仟元,2017,257473
22927617,G,營運狀況,淨利,,仟元,2017,109941
89620361,G,營運狀況,營業收入,,仟元,2017,10203655
89620361,G,營運狀況,營業成本,,仟元,2017,8780573
89620361,G,營運狀況,營業費用,,仟元,2017,767744
89620361,G,營運狀況,淨利,,仟元,2017,546996
76545523,G,營運狀況,營業收入,,仟元,2017,4405897
76545523,G,營運狀況,營業成本,,仟元,2017,3594324
76545523,G,營運狀況,營業費用,,仟元,2017,489988
76545523,G,營運狀況,淨利,,仟元,2017,259225
03522600,G,營運狀況,營業收入,,仟元,2016,215855921
03522600,G,營運狀況,營業成本,,仟元,2016,164684799
03522600,G,營運狀況,營業費用,,仟元,2016,36634868
03522600,G,營運狀況,淨利,,仟元,2016,12702690
35082604,G,營運狀況,營業收入,,仟元,2016,8894218
35082604,G,營運狀況,營業成本,,仟元,2016,7344446
35082604,G,營運狀況,營業費用,,仟元,2016,1511746
35082604,G,營運狀況,淨利,,仟元,2016,-8626
07435515,G,營運狀況,營業收入,,仟元,2016,34435310
07435515,G,營運狀況,營業成本,,仟元,2016,33176612
07435515,G,營運狀況,營業費用,,仟元,2016,2673612
07435515,G,營運狀況,淨利,,仟元,2016,954566
35286207,G,營運狀況,營業收入,,仟元,2016,599829
35286207,G,營運狀況,營業成本,,仟元,2016,368230
35286207,G,營運狀況,營業費用,,仟元,2016,80245
35286207,G,營運狀況,淨利,,仟元,2016,129579
07220710,G,營運狀況,營業收入,,仟元,2016,2192734
07220710,G,營運狀況,營業成本,,仟元,2016,2188940
07220710,G,營運狀況,營業費用,,仟元,2016,55589
07220710,G,營運狀況,淨利,,仟元,2016,-62606
11825825,G,營運狀況,營業收入,,仟元,2016,2970369
11825825,G,營運狀況,營業成本,,仟元,2016,2391927
11825825,G,營運狀況,營業費用,,仟元,2016,970236
11825825,G,營運狀況,淨利,,仟元,2016,-170959
07435901,G,營運狀況,營業收入,,仟元,2016,1339575
07435901,G,營運狀況,營業成本,,仟元,2016,1034202
07435901,G,營運狀況,營業費用,,仟元,2016,343923
07435901,G,營運狀況,淨利,,仟元,2016,150610
11311608,G,營運狀況,營業收入,,仟元,2016,652812
11311608,G,營運狀況,營業成本,,仟元,2016,607464
11311608,G,營運狀況,營業費用,,仟元,2016,36761
11311608,G,營運狀況,淨利,,仟元,2016,4995
14001199,G,營運狀況,營業收入,,仟元,2016,39848986
14001199,G,營運狀況,營業成本,,仟元,2016,34354879
14001199,G,營運狀況,營業費用,,仟元,2016,2721875
14001199,G,營運狀況,淨利,,仟元,2016,3840500
11113403,G,營運狀況,營業收入,,仟元,2016,359364
11113403,G,營運狀況,營業成本,,仟元,2016,344346
11113403,G,營運狀況,營業費用,,仟元,2016,32856
11113403,G,營運狀況,淨利,,仟元,2016,25472
68919301,G,營運狀況,營業收入,,仟元,2016,19457874
68919301,G,營運狀況,營業成本,,仟元,2016,17196189
68919301,G,營運狀況,營業費用,,仟元,2016,2097830
68919301,G,營運狀況,淨利,,仟元,2016,476530
51037304,G,營運狀況,營業收入,,仟元,2016,1591339
51037304,G,營運狀況,營業成本,,仟元,2016,1598818
51037304,G,營運狀況,營業費用,,仟元,2016,181582
51037304,G,營運狀況,淨利,,仟元,2016,-211785
07663290,G,營運狀況,營業收入,,仟元,2016,9612742
07663290,G,營運狀況,營業成本,,仟元,2016,8917522
07663290,G,營運狀況,營業費用,,仟元,2016,574898
07663290,G,營運狀況,淨利,,仟元,2016,69547
07015014,G,營運狀況,營業收入,,仟元,2016,1677198
07015014,G,營運狀況,營業成本,,仟元,2016,1472421
07015014,G,營運狀況,營業費用,,仟元,2016,144303
07015014,G,營運狀況,淨利,,仟元,2016,62840
73641170,G,營運狀況,營業收入,,仟元,2016,922575
73641170,G,營運狀況,營業成本,,仟元,2016,694834
73641170,G,營運狀況,營業費用,,仟元,2016,148816
73641170,G,營運狀況,淨利,,仟元,2016,65176
33955322,G,營運狀況,營業收入,,仟元,2016,14282759
33955322,G,營運狀況,營業成本,,仟元,2016,13625967
33955322,G,營運狀況,營業費用,,仟元,2016,665525
33955322,G,營運狀況,淨利,,仟元,2016,-61824
72055019,G,營運狀況,營業收入,,仟元,2016,3007385
72055019,G,營運狀況,營業成本,,仟元,2016,2851906
72055019,G,營運狀況,營業費用,,仟元,2016,369163
72055019,G,營運狀況,淨利,,仟元,2016,-182024
22266307,G,營運狀況,營業收入,,仟元,2016,13009849
22266307,G,營運狀況,營業成本,,仟元,2016,11409913
22266307,G,營運狀況,營業費用,,仟元,2016,778907
22266307,G,營運狀況,淨利,,仟元,2016,730533
43121481,G,營運狀況,營業收入,,仟元,2016,1973843
43121481,G,營運狀況,營業成本,,仟元,2016,1663401
43121481,G,營運狀況,營業費用,,仟元,2016,124256
43121481,G,營運狀況,淨利,,仟元,2016,199508
04301794,G,營運狀況,營業收入,,仟元,2016,1853917
04301794,G,營運狀況,營業成本,,仟元,2016,1641807
04301794,G,營運狀況,營業費用,,仟元,2016,154795
04301794,G,營運狀況,淨利,,仟元,2016,53111
43295237,G,營運狀況,營業收入,,仟元,2016,13045384
43295237,G,營運狀況,營業成本,,仟元,2016,12360620
43295237,G,營運狀況,營業費用,,仟元,2016,485571
43295237,G,營運狀況,淨利,,仟元,2016,208328
07669338,G,營運狀況,營業收入,,仟元,2016,4582499
07669338,G,營運狀況,營業成本,,仟元,2016,4292634
07669338,G,營運狀況,營業費用,,仟元,2016,277439
07669338,G,營運狀況,淨利,,仟元,2016,33932
33653494,G,營運狀況,營業收入,,仟元,2016,2946770
33653494,G,營運狀況,營業成本,,仟元,2016,2844213
33653494,G,營運狀況,營業費用,,仟元,2016,152530
33653494,G,營運狀況,淨利,,仟元,2016,-437297
22817999,G,營運狀況,營業收入,,仟元,2016,8810486
22817999,G,營運狀況,營業成本,,仟元,2016,6875735
22817999,G,營運狀況,營業費用,,仟元,2016,1342439
22817999,G,營運狀況,淨利,,仟元,2016,524427
07715023,G,營運狀況,營業收入,,仟元,2016,2117108
07715023,G,營運狀況,營業成本,,仟元,2016,1215458
07715023,G,營運狀況,營業費用,,仟元,2016,204150
07715023,G,營運狀況,淨利,,仟元,2016,768932
73686632,G,營運狀況,營業收入,,仟元,2016,7550482
73686632,G,營運狀況,營業成本,,仟元,2016,6131481
73686632,G,營運狀況,營業費用,,仟元,2016,941183
73686632,G,營運狀況,淨利,,仟元,2016,442234
33700601,G,營運狀況,營業收入,,仟元,2016,1955078
33700601,G,營運狀況,營業成本,,仟元,2016,1627546
33700601,G,營運狀況,營業費用,,仟元,2016,231814
33700601,G,營運狀況,淨利,,仟元,2016,117548
22976047,G,營運狀況,營業收入,,仟元,2016,3676208
